CustomerID,CustomerName,Gender,Age,Segment,City,State,Country,ZipCode,AcquisitionChannel,LoyaltyTier,CLV
190,Shawn Taylor,Other,24,Fleet,Barrie,Ontario,Canada,M8J 0G3,Email,Silver,10.96
191,Jordan Williams,Other,66,Wholesale,Hamilton,Ontario,Canada,P1L 4Y5,Marketplace,Silver,23.04
192,Alex Johnson,Female,74,RepairShop,Barrie,Ontario,Canada,S1A 5S8,Direct,Silver,38.53
193,Casey Williams,Other,63,Wholesale,Hamilton,Ontario,Canada,K3R 7T8,Referral,Platinum,55.21
194,Alex Thompson,Other,42,RepairShop,Burnaby,British Columbia,Canada,P3A 9C0,SEO,None,12.00
195,Kai Johnson,Other,48,Wholesale,Kelowna,British Columbia,Canada,H1M 9E1,Direct,Silver,50.52
196,Emerson Wilson,Other,50,Retail,Richmond,British Columbia,Canada,Y8X 8A3,Paid Search,Platinum,29.46
197,Jamie Anderson,Male,22,Wholesale,Markham,Ontario,Canada,M8G 9A0,Facebook Ads,None,9.42
198,Shawn White,Other,25,Retail,Burlington,Ontario,Canada,M3Y 4R2,Referral,Platinum,42.07
199,Kai White,Other,46,RepairShop,Regina,Saskatchewan,Canada,J3R 2Y9,SEO,Gold,14.22
200,Parker Johnson,Male,74,Retail,Surrey,British Columbia,Canada,H2S 0J7,Instagram Ads,Silver,14.28
201,Jordan Johnson,Other,62,RepairShop,Calgary,Alberta,Canada,V6T 0K8,Marketplace,Silver,9.76
202,Avery White,Female,47,Fleet,Surrey,British Columbia,Canada,E8C 8G8,Facebook Ads,Gold,46.46
203,Parker Brown,Male,68,Retail,Red Deer,Alberta,Canada,T1B 5A4,Referral,None,9.13
204,Elliot Davis,Male,56,Wholesale,Saskatoon,Saskatchewan,Canada,T7P 5P8,Email,Platinum,18.03
205,Jamie Taylor,Female,40,Retail,Windsor,Ontario,Canada,J6A 5V8,Instagram Ads,Gold,62.21
206,Elliot Davis,Other,43,Retail,Kelowna,British Columbia,Canada,K7N 8A6,Marketplace,None,13.78
207,Kai Davis,Other,72,Retail,Red Deer,Alberta,Canada,E2A 0M2,Marketplace,Gold,53.15
208,Rowan Smith,Male,22,Fleet,Richmond,British Columbia,Canada,T1C 6H0,SEO,Gold,50.11
209,Riley Moore,Other,55,Wholesale,Winnipeg,Manitoba,Canada,G5V 3Y6,YouTube,Gold,17.99
210,Riley Thompson,Female,25,Retail,Edmonton,Alberta,Canada,A0V 3C0,YouTube,Platinum,12.45
211,Avery Clark,Other,29,Wholesale,Halifax,Nova Scotia,Canada,E4S 8A8,SEO,Gold,48.46
212,Jordan Martin,Female,32,Retail,Kelowna,British Columbia,Canada,H6X 3P5,SEO,Gold,47.69
213,Quinn Jones,Other,40,RepairShop,Red Deer,Alberta,Canada,E5E 1J4,Referral,Gold,14.35
214,Quinn Miller,Male,56,Fleet,Regina,Saskatchewan,Canada,B7H 9L8,Marketplace,Platinum,47.74
215,Avery Thompson,Male,21,Retail,Barrie,Onyario,Canada,P3S 5M3,YouTube,Gold,30.12
216,Avery Davis,Male,56,Wholesale,Brampton,Ontario,Canada,C2P 2Y7,SEO,Silver,46.35
217,Parker Brown,Other,68,Retail,Surrey,British Columbia,Canada,P7C 2T7,YouTube,Gold,9.08
218,Jordan Wilson,Female,68,RepairShop,Markham,Ontario,Canada,G0G 4R1,SEO,Platinum,29.61
219,Harper Smith,Male,27,RepairShop,Mississauga,Ontario,Canada,A5B 8B4,Email,None,11.24
220,Casey Smith,Female,51,Retail,Burnaby,British Columbia,Canada,P6A 3A6,Direct,Silver,47.25
221,Alex Moore,Female,19,Retail,London,Ontario,Canada,X6P 0K3,Paid Search,None,33.88
222,Drew White,Female,25,RepairShop,Quebec City,Quebec,Canada,N5M 4S7,Referral,None,61.69
223,Harper Anderson,Female,71,RepairShop,Surrey,British Columbia,Canada,C5J 5G6,SEO,Gold,12.52
224,Harper White,Male,50,RepairShop,Gatineau,Quebec,Canada,J7T 3X2,Referral,Gold,11.64
225,Harper Johnson,Male,61,Fleet,Gatineau,Quebec,Canada,A2E 7H3,Paid Search,Gold,36.64
226,Elliot Miller,Other,52,Wholesale,Vancouver,British Columbia,Canada,Y6C 1N1,Marketplace,None,24.19
227,Jamie Brown,Female,27,RepairShop,Vancouver,British Columbia,Canada,B8L 7R5,Direct,Silver,4.02
228,Morgan Wilson,Male,66,Wholesale,Regina,Saskatchewan,Canada,B9C 1H1,Direct,Platinum,22.00
229,Parker Williams,Other,NULL,Wholesale,Burnaby,British Columbia,Canada,A5N 5S0,Facebook Ads,Platinum,7.83
230,Quinn Smith,Other,63,Fleet,Burnaby,British Columbia,Canada,M8R 8N2,Direct,None,97.42
231,Casey Clark,Male,63,Retail,Quebec City,Quebec,Canada,E6G 1H4,Facebook Ads,Gold,38.01
232,Quinn Johnson,Female,27,Retail,Moncton,New Brunswick,Canada,A4B 2E4,SEO,Silver,10.07
233,Elliot Taylor,Male,NULL,Retail,London,Ontario,Canada,E8N 3K5,Facebook Ads,None,82.22
234,Reese Brown,Female,63,RepairShop,Montreal,Quebec,Canada,S6X 9K9,Direct,Gold,87.00
235,Parker Davis,Male,33,Fleet,Ottawa,Ontario,Canada,J3L 8N0,Referral,Silver,39.30
236,Casey Smith,Male,52,Retail,Edmonton,Alberta,Canada,V4A 8G0,Referral,Platinum,20.65
237,Riley Davis,Male,59,Retail,Saskatoon,Saskatchewan,Canada,V6C 6N5,Direct,Platinum,35.46
238,Casey Miller,Male,39,RepairShop,Regina,Saskatchewan,Canada,Y5R 9T0,Referral,Platinum,74.90
239,Kai Jones,Other,18,RepairShop,Red Deer,Alberta,Canada,T1X 3T0,Referral,None,14.97
240,Emerson Williams,Female,28,Wholesale,Kitchener,Ontario,Canada,B7R 2L6,SEO,Silver,17.87
241,Emerson Taylor,Other,55,Retail,Quebec City,Quebec,Canada,J7V 0E9,Direct,Platinum,15.91
242,Morgan Clark,Male,68,RepairShop,Barrie,Ontario,Canada,B1C 0B2,YouTube,Platinum,28.30
243,Quinn Brown,Male,66,Fleet,Oakville,Ontario,Canada,P9N 2Y0,SEO,Silver,38.58
244,Quinn Smith,Female,59,Fleet,Edmonton,Alberta,Canada,Y1N 0H9,Referral,Platinum,43.97
245,Taylor Jones,Male,33,Fleet,Montreal,Quebec,Canada,Y9G 2P6,YouTube,None,8.68
246,Jesse Clark,Female,63,Fleet,Hamilton,Ontario,Canada,V5N 9M8,Facebook Ads,Silver,33.55
247,Jamie White,Male,67,RepairShop,Montreal,Quebec,Canada,K8C 0X8,Email,Gold,29.14
248,Taylor Wilson,Female,27,Wholesale,Moncton,New Brunswick,Canada,E8L 5Y3,Facebook Ads,Silver,5.63
249,Kai Williams,Male,26,Retail,Kitchener,Ontario,Canada,K1H 1E3,Direct,Silver,6.19
250,ai Brown,Female,45,Wholesale,Ottawa,Ontario,Canada,C7S 3M5,Direct,None,24.56
251,Alex Clark,Other,72,RepairShop,Brampton,Ontario,Canada,V0X 4A9,Marketplace,Platinum,22.76
252,Avery Wilson,Male,53,Fleet,Oakville,Ontario,Canada,R4P 6S6,Direct,Gold,17.31
253,Morgan Jones,Other,34,Wholesale,Kitchener,Ontario,Canada,K5E 7X4,YouTube,None,51.32
254,Elliot Martin,Male,19,Retail,Oakville,Ontario,Canada,E8G 8K8,Email,Silver,56.08
255,Shawn Jones,Male,26,Retail,Windsor,Ontario,Canada,H5H 7C2,Direct,None,15.71
256,Jesse Wilson,Other,60,RepairShop,Vancouver,British Columbia,Canada,E4E 8E9,SEO,Platinum,62.73
257,Cameron Anderson,Other,65,Retail,Burlington,Ontario,Canada,J3X 9R7,Instagram Ads,Gold,79.12
258,Emerson Wilson,Male,54,Retail,Kelowna,British Columbia,Canada,B3L 3H7,Marketplace,None,65.85
259,Emerson Taylor,Male,37,RepairShop,Gatineau,Quebec,Canada,G4P 8M7,Direct,None,50.16
260,Reese Clark,Female,24,RepairShop,Regina,Saskatchewan,Canada,S9R 1C5,Instagram Ads,Silver,24.37
261,Reese Moore,Male,54,Wholesale,Burnaby,British Columbia,Canada,M8K 4N2,Email,Platinum,14.28
262,Elliot Johnson,Other,30,Wholesale,Red Deer,Alberta,Canada,C5E 2K6,Direct,Platinum,18.47
263,Avery Taylor,Other,20,Wholesale,Edmonton,Alberta,Canada,M8R 5M0,Referral,Platinum,203.60
264,Morgan Taylor,Male,47,Retail,Brampton,Ontario,Canada,G9M 4C4,Direct,Gold,27.31
265,Alex Martin,Other,19,Retail,Ottawa,Ontario,Canada,M5Y 0X2,Referral,Gold,36.86
266,Casey Thompson,Female,26,Wholesale,moncton,New Brunswick,Canada,V6A 2G7,Marketplace,Gold,10.96
267,Taylor Anderson,Other,50,Retail,Gatineau,Quebec,Canada,Y1J 0B4,Direct,Silver,80.91
268,Quinn Brown,Male,25,Retail,Toronto,Ontario,Canada,R5G 3A8,Email,Platinum,57.21
269,Avery Taylor,Female,72,Wholesale,Windsor,Ontario,Canada,K3S 3A8,Direct,Platinum,25.30
270,Harper Smith,Female,42,Retail,Richmond,British Columbia,Canada,L8X 7P7,Instagram Ads,None,13.04
271,Jamie Williams,Male,35,Fleet,Oakville,Ontario,Canada,T6H 2B7,YouTube,None,41.37
272,Jesse Wilson,Male,72,Fleet,Windsor,Ontario,Canada,J0T 7P5,Direct,Silver,22.16
273,Reese Jones,Other,63,Fleet,Moncton,New Brunswick,Canada,N7T 1G0,YouTube,None,92.10
274,Taylor Miller,Male,73,Retail,Kitchener,Ontario,Canada,K7H 2K3,Instagram Ads,Platinum,13.13
275,Shawn Wilson,Female,55,Retail,Mississauga,Ontario,Canada,B5V 2N9,Paid Search,Silver,134.52
276,Jamie Wilson,Other,24,Fleet,Winnipeg,Manitoba,Canada,Y0T 5G2,Facebook Ads,Gold,40.29
277,Morgan Johnson,Female,52,RepairShop,Halifax,Nova Scotia,Canada,S3S 3V5,Direct,Gold,28.01
278,Kai Miller,Female,72,Retail,Winnipeg,Manitoba,Canada,Y6E 8J7,Marketplace,Silver,10.48
279,Kai Miller,Other,71,Fleet,Kitchener,Ontario,Canada,A9E 8S6,Paid Search,Gold,57.03
280,Casey Thompso,Other,50,Retail,Winnipeg,Manitoba,Canada,S1M 8B5,Marketplace,Silver,9.23
281,Parker Clark,Female,46,Retail,Burlington,Ontario,Canada,T8T 4Y2,YouTube,Silver,49.60
282,Shawn Miller,Other,33,Wholesale,Windsor,Ontario,Canada,P0Y 6H6,SEO,Gold,61.66
283,Cameron White,Female,21,Wholesale,Surrey,British Columbia,Canada,B7X 1C9,SEO,None,24.27
284,Avery Brown,Other,45,Wholesale,Edmonton,Alberta,Canada,B3E 4G0,Marketplace,Gold,14.49
285,Shawn Williams,Female,29,Wholesale,Vancouver,British Columbia,Canada,R5E 7V3,Paid Search,Silver,10.97
286,Rowan Jones,Male,47,Fleet,Red Deer,Alberta,Canada,B7K 8N8,YouTube,Silver,9.02
287,Reese Brown,Other,NULL,Wholesale,Halifax,Nova Scotia,Canada,J0B 4G8,Email,None,89.87
288,Elliot Jones,Male,65,Retail,Mississauga,Ontario,Canada,J5Y 6Y7,Direct,Silver,25.55
289,Harper Martin,Male,37,RepairShop,Ottawa,Ontario,Canada,N8A 7L1,Direct,Platinum,20.33
290,Jordan Williams,Other,28,RepairShop,Montreal,Quebec,Canada,J6R 4J5,Direct,Platinum,19.00
291,Cameron Anderson,Female,74,RepairShop,Kelowna,British Columbia,Canada,A6J 8S5,Referral,Silver,31.54
292,Morgan Thompson,Other,46,Fleet,London,Ontario,Canada,S9J 0E3,Paid Search,Silver,11.36
293,Morgan Brown,Male,73,Retail,Mississauga,Ontario,Canada,J8E 6N3,Paid Search,Gold,16.44
294,Morgan Williams,Male,59,Retail,Ottawa,Ontario,Canada,B3T 9T8,Instagram Ads,None,46.41
295,Elliot Moore,Female,27,RepairShop,Ottawa,Ontario,Canada,C2C 0E4,Paid Search,Platinum,41.46
296,Avery Jones,Other,52,RepairShop,Burnaby,British Columbia,Canada,T7M 7S5,Marketplace,None,28.93
297,Jesse Davis,Male,49,Wholesale,Edmonton,Alberta,Canada,E3G 2Y9,Direct,Silver,137.25
298,Harper Williams,Male,38,Retail,Markham,Ontario,Canada,G4P 2T6,Paid Search,None,114.28
299,Jamie White,Male,32,Retail,Richmond,British Columbia,Canada,C1X 7B3,Email,None,20.43
300,Casey White,Other,NULL,RepairShop,Mississauga,Ontario,Canada,M2R 3P7,Paid Search,Platinum,32.11
301,Harper Miller,Other,72,RepairShop,Winnipeg,Manitoba,Canada,M9Y 1M4,YouTube,None,15.66
302,Morgan Johnson,Male,33,Wholesale,Edmonton,Alberta,Canada,K8R 8Y1,Paid Search,Gold,59.44
303,Reese Jones,Female,45,Retail,Barrie,Ontario,Canada,M8B 2E7,Referral,Silver,153.40
304,Harper Thompson,Other,45,RepairShop,Calgary,Alberta,Canada,J0C 0E1,Instagram Ads,Platinum,6.53
305,Jamie Johnson,Male,54,Wholesale,Ottawa,Ontario,Canada,V0K 4V7,Paid Search,Platinum,21.17
306,Morgan Taylor,Female,61,Fleet,Richmond,British Columbia,Canada,R6C 1C3,YouTube,Silver,3.63
307,Harper Davis,Female,49,RepairShop,Windsor,Ontario,Canada,E3A 0B9,Paid Search,None,53.41
308,Jordan Davis,Female,32,Retail,Moncton,New Brunswick,Canada,N6P 2B2,Paid Search,Gold,23.44
309,Elliot Wilson,Male,43,Fleet,Brampton,Ontario,Canada,N5V 1P7,Referral,Silver,15.05
310,Shawn Moore,Female,43,RepairShop,Barrie,Ontario,Canada,P2B 5V1,Referral,None,51.08
311,Jesse Moore,Female,48,RepairShop,Edmonton,Alberta,Canada,R5G 1S9,Instagram Ads,Platinum,11.13
312,Casey Smith,Other,54,Retail,Barrie,Ontario,Canada,Y6S 5K4,Direct,Platinum,9.15
313,Jesse Wilson,Male,63,Fleet,Quebec City,Quebec,Canada,G0C 2K3,Instagram Ads,None,14.31
314,Taylor Jones,Female,21,Fleet,Montreal,Quebec,Canada,G1C 5E9,Direct,Silver,41.37
315,Casey Martin,Female,21,Fleet,Saskatoon,Saskatchewan,Canada,P6N 0R5,Email,Platinum,39.34
316,Avery Wilson,Male,73,Retail,Quebec City,Quebec,Canada,J4N 0Y1,Direct,Gold,71.11
317,Taylor Martin,Male,55,Retail,Moncton,New Brunswick,Canada,P6X 1L1,YouTube,Silver,40.87
318,Emerson Davis,Other,24,Wholesale,Winnipeg,Manitoba,Canada,S0C 4T3,Referral,Silver,70.96
319,Jesse Williams,Male,20,RepairShop,Kitchener,Ontario,Canada,N6K 5T0,Marketplace,Gold,38.52
320,Riley Miller,Other,60,Retail,Vancouver,British Columbia,Canada,R1L 7P5,Referral,Platinum,85.59
321,Alex Johnson,Male,49,Fleet,Richmond,British Columbia,Canada,E5B 5G1,Marketplace,Gold,9.77
322,Jamie Miller,Male,NULL,Retail,Mocnton,New Brunswick,Canada,T1G 3H3,Email,Gold,61.13
323,Jordan Johnson,Other,61,Wholesale,Gatineau,Quebec,Canada,B3V 7S9,Facebook Ads,None,46.79
324,Emerson White,Other,38,Wholesale,Regina,Saskatchewan,Canada,E6J 7B0,YouTube,Silver,39.28
325,Kai Williams,Male,51,Retail,Quebec City,Quebec,Canada,R3V 2B3,Instagram Ads,Platinum,18.45
326,Alex Martin,Female,59,Retail,Edmonton,Alberta,Canada,G0R 7K1,Email,None,127.46
327,Rowan Brown,Male,67,Retail,Kelowna,British Columbia,Canada,N7A 1V3,Facebook Ads,Platinum,166.95
328,Kai White,Female,30,Fleet,Brampton,Ontario,Canada,E8G 7H0,Paid Search,Silver,71.54
329,Casey Davis,Other,56,Wholesale,Markham,Ontario,Canada,N7K 4S3,Instagram Ads,None,91.44
330,Shawn Smith,Male,58,Retail,Kitchener,Ontario,Canada,P5S 1T2,YouTube,None,28.59
331,Alex Martin,Male,19,Retail,Quebec City,Quebec,Canada,P7C 3M1,Email,Silver,55.54
332,Taylor Brown,Male,40,Wholesale,Moncton,New Brunswick,Canada,M1X 6R9,Marketplace,Platinum,14.79
333,Casey Anderson,Other,64,RepairShop,Halifax,Nova Scotia,Canada,Y2R 6R5,Paid Search,Platinum,50.49
334,Avery Taylor,Other,47,RepairShop,Toronto,Ontario,Canada,J5S 0N7,Facebook Ads,Platinum,37.22
335,Avery Xrown,Male,31,RepairShop,Moncton,New Brunswick,Canada,N9H 6P9,YouTube,None,60.65
336,Jordan Thompson,Male,25,Fleet,Gatineau,Quebec,Canada,H1C 1M3,Direct,None,12.95
337,Parker Smith,Male,23,RepairShop,Burnaby,British Columbia,Canada,X1E 4P0,Paid Search,None,19.87
338,Casey Johnson,Other,56,Fleet,Halifax,Nova Scotia,Canada,X8N 8A5,Instagram Ads,Platinum,45.72
339,Cameron Smith,Other,36,RepairShop,Burlington,Ontario,Canada,T8B 0R5,YouTube,Gold,28.52
340,Taylor Taylor,Male,21,Retail,Mississauga,Ontario,Canada,N2K 9S6,Email,None,26.75
341,Harper Martin,Female,46,Retail,Montreal,Quebec,Canada,P9R 2Y9,Marketplace,Silver,58.92
342,Quinn Jones,Other,65,RepairShop,Burlington,Ontario,Canada,V9G 1T2,Marketplace,Silver,25.98
343,Jamie Davis,Male,49,Wholesale,Burnaby,British Columbia,Canada,P6N 2C0,Email,Silver,42.15
344,Drew Williams,Female,46,Fleet,Hamilton,Ontario,Canada,N6X 2B5,Marketplace,Silver,25.99
345,Riley Martin,Female,36,Wholesale,Brampton,Ontario,Canada,C1M 1N7,Facebook Ads,Gold,15.97
346,Kai Wilson,Other,24,Wholesale,Hamilton,Ontario,Canada,H9L 4R3,Instagram Ads,Platinum,61.11
347,Elliot Davis,Male,30,Retail,Red Deer,Alberta,Canada,Y9V 4C2,SEO,None,35.74
348,Reese Martin,Male,46,RepairShop,Mississauga,Ontario,Canada,K7M 9C0,SEO,None,21.37
349,Kai Wilson,Other,63,Wholesale,Edmonton,Alberta,Canada,E2M 8A4,Instagram Ads,Gold,29.35
350,Rowan Taylor,Male,42,RepairShop,Moncton,New Brunswick,Canada,B5J 0J9,Email,Silver,24.27
351,Avery Wilson,Other,42,Wholesale,Ottawa,Ontario,Canada,M1X 7L9,Email,Silver,33.40
352,Reese Martin,Other,23,Wholesale,Red Deer,Alberta,Canada,X7L 2A7,Paid Search,Gold,53.48
353,Jesse White,Male,59,Wholesale,Gatineau,Quebec,Canada,H0K 2H8,Marketplace,Platinum,21.67
354,Alex Moore,Female,66,Wholesale,Barrie,Ontario,Canada,P5M 6Y4,SEO,Platinum,21.70
355,Morgan Wilson,Other,43,Fleet,Winnipeg,Manitoba,Canada,T3L 2G1,Referral,Platinum,48.67
356,Jordan Anderson,Male,36,RepairShop,Vancouver,British Columbia,Canada,P7R 0M7,YouTube,Gold,7.08
357,Elliot Williams,Male,46,RepairShop,Edmonton,Alberta,Canada,P5T 6C7,Facebook Ads,Gold,47.81
358,Casey Johnson,Other,41,Wholesale,Vancouver,British Columbia,Canada,X1E 2P8,Referral,Gold,23.16
359,Shawn Johnson,Female,44,Retail,Moncton,New Brunswick,Canada,P7E 1B1,Facebook Ads,Silver,19.22
360,Shawn Johnson,Female,54,RepairShop,Red Deer,Alberta,Canada,X6M 1V6,SEO,Platinum,219.91
361,Casey Smith,Male,35,Fleet,Vancouver,British Columbia,Canada,H3V 8N8,Facebook Ads,Gold,4.14
362,Jamie Clark,Male,45,RepairShop,Winnipeg,Manitoba,Canada,B2S 8H9,SEO,Silver,27.10
363,Harper White,Male,70,Wholesale,Saskatoon,Saskatchewan,Canada,Y8G 6H9,Direct,Silver,71.95
364,Harper Davis,Other,64,Fleet,Brampton,Ontario,Canada,H1J 8P0,Referral,Platinum,126.04
365,Quinn Wilson,Male,45,RepairShop,Montreal,Quebec,Canada,B0K 9X2,Email,Platinum,54.99
366,Alex Brown,Female,57,Wholesale,Kelowna,British Columbia,Canada,E7X 2L8,Instagram Ads,None,12.06
367,Kai Miller,Male,38,RepairShop,Winnipeg,Manitoba,Canada,T1X 1C8,Referral,None,102.36
368,Casey Davis,Female,66,Fleet,Ottawa,Ontario,Canada,M1K 7A9,Referral,Silver,54.66
369,Taylor Williams,Other,67,Fleet,Mississauga,Ontario,Canada,B4J 9B3,Referral,Gold,16.64
370,Alex Anderson,Male,69,Retail,Edmonton,Alberta,Canada,A2H 3T4,Facebook Ads,Silver,53.59
371,Harper Taylor,Other,60,RepairShop,Brampton,Ontario,Canada,B1T 9S2,Marketplace,Platinum,57.33
372,Taylor Martin,Other,41,Wholesale,Halifax,Nova Scotia,Canada,R1Y 0H1,Facebook Ads,Silver,16.79
373,Casey White,Female,67,Retail,Burnaby,British Columbia,Canada,C9T 7H5,Facebook Ads,None,21.64
374,Reese Smith,Female,36,Retail,Quebec City,Quebec,Canada,G0H 5R4,Marketplace,Silver,19.43
375,Taylor Brown,Female,NULL,RepairShop,Winnipeg,Manitoba,Canada,A6H 2B1,Paid Search,Gold,19.20
376,Casey Moore,Female,49,Wholesale,Edmonton,Alberta,Canada,V3K 8X8,SEO,None,51.62
377,Emerson Anderson,Female,57,Retail,Gatineau,Quebec,Canada,A2L 1E5,YouTube,Platinum,43.72
378,Reese Thompson,Male,34,Wholesale,Red Deer,Alberta,Canada,P9B 4P6,Instagram Ads,Silver,65.24
379,Harper Smith,Female,44,Retail,Surrey,British Columbia,Canada,L5B 0K0,Facebook Ads,Silver,59.98
380,Rowan Clark,Other,36,Retail,Quebec City,Quebec,Canada,S0T 4S9,YouTube,None,17.28
381,Elliot Miller,Female,19,Retail,Kelowna,British Columbia,Canada,H2V 3K6,Marketplace,None,42.05
382,Rowan Jones,Female,42,Retail,Burnaby,British Columbia,Canada,J8J 5H6,Email,None,15.12
383,Reese Moore,Female,66,Fleet,Saskatoon,Saskatchewan,Canada,N6R 0Y7,YouTube,None,8.71
384,Alex Wilson,Male,36,Fleet,Kitchener,Ontario,Canada,S9S 4C3,Facebook Ads,Silver,6.84
